MPS4000 Validation Report
S/N:,251
Date,2015/01/01
Time,04:55:44
Channels,64
Pressures,15
Temperatures,3
Error Limit,0.06
 ,Temp,Full Scale,Target,Source,MPS,,Percent
Chan,Deg C,Pressure,Pressure,Pressure,Pressure,Delta,Error
18,64.81,1.000,0.000000,-0.000012,0.000032,0.000044,0.004,pass
18,64.88,1.000,0.142857,0.142900,0.142910,0.000010,0.001,pass
18,64.88,1.000,0.285714,0.285724,0.285702,-0.000021,-0.002,pass
18,64.88,1.000,0.428571,0.428593,0.428543,-0.000050,-0.005,pass
18,64.88,1.000,0.571429,0.571402,0.571368,-0.000033,-0.003,pass
18,64.88,1.000,0.714286,0.714292,0.714389,0.000097,0.010,pass
18,64.88,1.000,0.857143,0.857116,0.857218,0.000102,0.010,pass
18,64.88,1.000,1.000000,1.000007,1.000084,0.000078,0.008,pass
18,64.94,1.000,-0.142857,-0.142903,-0.142894,0.000009,0.001,pass
18,64.94,1.000,-0.285714,-0.285691,-0.285699,-0.000008,-0.001,pass
18,64.94,1.000,-0.428571,-0.428612,-0.428588,0.000023,0.002,pass
18,64.94,1.000,-0.571429,-0.571401,-0.571334,0.000066,0.007,pass
18,64.94,1.000,-0.714286,-0.714311,-0.714277,0.000034,0.003,pass
18,64.94,1.000,-0.857143,-0.857100,-0.857136,-0.000035,-0.004,pass
18,64.88,1.000,-1.000000,-1.000065,-1.000036,0.000029,0.003,pass
19,64.81,1.000,0.000000,-0.000012,0.000025,0.000038,0.004,pass
19,64.88,1.000,0.142857,0.142900,0.142799,-0.000102,-0.010,pass
19,64.88,1.000,0.285714,0.285724,0.285619,-0.000105,-0.010,pass
19,64.88,1.000,0.428571,0.428593,0.428467,-0.000126,-0.013,pass
19,64.88,1.000,0.571429,0.571402,0.571322,-0.000080,-0.008,pass
19,64.88,1.000,0.714286,0.714292,0.714277,-0.000016,-0.002,pass
19,64.88,1.000,0.857143,0.857116,0.857099,-0.000017,-0.002,pass
19,64.88,1.000,1.000000,1.000007,0.999931,-0.000076,-0.008,pass
19,64.94,1.000,-0.142857,-0.142903,-0.143043,-0.000140,-0.014,pass
19,64.94,1.000,-0.285714,-0.285691,-0.285775,-0.000083,-0.008,pass
19,64.94,1.000,-0.428571,-0.428612,-0.428695,-0.000083,-0.008,pass
19,64.94,1.000,-0.571429,-0.571401,-0.571416,-0.000016,-0.002,pass
19,64.94,1.000,-0.714286,-0.714311,-0.714383,-0.000072,-0.007,pass
19,64.94,1.000,-0.857143,-0.857100,-0.857218,-0.000118,-0.012,pass
19,64.88,1.000,-1.000000,-1.000065,-1.000187,-0.000122,-0.012,pass
20,64.81,1.000,0.000000,-0.000012,0.000027,0.000040,0.004,pass
20,64.88,1.000,0.142857,0.142900,0.142950,0.000049,0.005,pass
20,64.88,1.000,0.285714,0.285724,0.285706,-0.000018,-0.002,pass
20,64.88,1.000,0.428571,0.428593,0.428592,-0.000000,-0.000,pass
20,64.88,1.000,0.571429,0.571402,0.571455,0.000053,0.005,pass
20,64.88,1.000,0.714286,0.714292,0.714427,0.000134,0.013,pass
20,64.88,1.000,0.857143,0.857116,0.857241,0.000125,0.012,pass
20,64.88,1.000,1.000000,1.000007,1.000038,0.000032,0.003,pass
20,64.94,1.000,-0.142857,-0.142903,-0.142887,0.000016,0.002,pass
20,64.94,1.000,-0.285714,-0.285691,-0.285692,-0.000000,-0.000,pass
20,64.94,1.000,-0.428571,-0.428612,-0.428586,0.000025,0.003,pass
20,64.94,1.000,-0.571429,-0.571401,-0.571380,0.000021,0.002,pass
20,64.94,1.000,-0.714286,-0.714311,-0.714320,-0.000009,-0.001,pass
20,64.94,1.000,-0.857143,-0.857100,-0.857187,-0.000087,-0.009,pass
20,64.88,1.000,-1.000000,-1.000065,-1.000136,-0.000072,-0.007,pass
21,64.72,1.000,0.000000,-0.000012,0.000022,0.000035,0.003,pass
21,64.75,1.000,0.142857,0.142900,0.142862,-0.000038,-0.004,pass
21,64.75,1.000,0.285714,0.285724,0.285611,-0.000112,-0.011,pass
21,64.75,1.000,0.428571,0.428593,0.428558,-0.000034,-0.003,pass
21,64.75,1.000,0.571429,0.571402,0.571428,0.000027,0.003,pass
21,64.75,1.000,0.714286,0.714292,0.714348,0.000056,0.006,pass
21,64.75,1.000,0.857143,0.857116,0.857170,0.000054,0.005,pass
21,64.78,1.000,1.000000,1.000007,1.000092,0.000085,0.009,pass
21,64.84,1.000,-0.142857,-0.142903,-0.142871,0.000032,0.003,pass
21,64.84,1.000,-0.285714,-0.285691,-0.285640,0.000051,0.005,pass
21,64.81,1.000,-0.428571,-0.428612,-0.428533,0.000079,0.008,pass
21,64.81,1.000,-0.571429,-0.571401,-0.571355,0.000045,0.005,pass
21,64.81,1.000,-0.714286,-0.714311,-0.714265,0.000046,0.005,pass
21,64.81,1.000,-0.857143,-0.857100,-0.857063,0.000038,0.004,pass
21,64.81,1.000,-1.000000,-1.000065,-1.000071,-0.000006,-0.001,pass
22,64.72,1.000,0.000000,-0.000012,0.000029,0.000042,0.004,pass
22,64.75,1.000,0.142857,0.142900,0.142886,-0.000015,-0.001,pass
22,64.75,1.000,0.285714,0.285724,0.285693,-0.000031,-0.003,pass
22,64.75,1.000,0.428571,0.428593,0.428556,-0.000037,-0.004,pass
22,64.75,1.000,0.571429,0.571402,0.571318,-0.000083,-0.008,pass
22,64.75,1.000,0.714286,0.714292,0.714265,-0.000028,-0.003,pass
22,64.75,1.000,0.857143,0.857116,0.857039,-0.000077,-0.008,pass
22,64.78,1.000,1.000000,1.000007,0.999931,-0.000076,-0.008,pass
22,64.84,1.000,-0.142857,-0.142903,-0.142987,-0.000084,-0.008,pass
22,64.84,1.000,-0.285714,-0.285691,-0.285771,-0.000080,-0.008,pass
22,64.81,1.000,-0.428571,-0.428612,-0.428697,-0.000085,-0.008,pass
22,64.81,1.000,-0.571429,-0.571401,-0.571477,-0.000076,-0.008,pass
22,64.81,1.000,-0.714286,-0.714311,-0.714379,-0.000068,-0.007,pass
22,64.81,1.000,-0.857143,-0.857100,-0.857171,-0.000070,-0.007,pass
22,64.81,1.000,-1.000000,-1.000065,-1.000105,-0.000040,-0.004,pass
23,64.72,1.000,0.000000,-0.000012,0.000010,0.000023,0.002,pass
23,64.75,1.000,0.142857,0.142900,0.142816,-0.000084,-0.008,pass
23,64.75,1.000,0.285714,0.285724,0.285541,-0.000183,-0.018,pass
23,64.75,1.000,0.428571,0.428593,0.428483,-0.000110,-0.011,pass
23,64.75,1.000,0.571429,0.571402,0.571390,-0.000012,-0.001,pass
23,64.75,1.000,0.714286,0.714292,0.714292,-0.000000,-0.000,pass
23,64.75,1.000,0.857143,0.857116,0.857068,-0.000048,-0.005,pass
23,64.78,1.000,1.000000,1.000007,0.999948,-0.000059,-0.006,pass
23,64.84,1.000,-0.142857,-0.142903,-0.142945,-0.000041,-0.004,pass
23,64.84,1.000,-0.285714,-0.285691,-0.285727,-0.000036,-0.004,pass
23,64.81,1.000,-0.428571,-0.428612,-0.428654,-0.000042,-0.004,pass
23,64.81,1.000,-0.571429,-0.571401,-0.571406,-0.000006,-0.001,pass
23,64.81,1.000,-0.714286,-0.714311,-0.714376,-0.000066,-0.007,pass
23,64.81,1.000,-0.857143,-0.857100,-0.857182,-0.000082,-0.008,pass
23,64.81,1.000,-1.000000,-1.000065,-1.000127,-0.000063,-0.006,pass
24,64.72,1.000,0.000000,-0.000012,0.000021,0.000033,0.003,pass
24,64.75,1.000,0.142857,0.142900,0.142929,0.000029,0.003,pass
24,64.75,1.000,0.285714,0.285724,0.285784,0.000060,0.006,pass
24,64.75,1.000,0.428571,0.428593,0.428601,0.000009,0.001,pass
24,64.75,1.000,0.571429,0.571402,0.571481,0.000079,0.008,pass
24,64.75,1.000,0.714286,0.714292,0.714366,0.000074,0.007,pass
24,64.75,1.000,0.857143,0.857116,0.857201,0.000085,0.008,pass
24,64.78,1.000,1.000000,1.000007,1.000128,0.000121,0.012,pass
24,64.84,1.000,-0.142857,-0.142903,-0.143011,-0.000107,-0.011,pass
24,64.84,1.000,-0.285714,-0.285691,-0.285781,-0.000090,-0.009,pass
24,64.81,1.000,-0.428571,-0.428612,-0.428668,-0.000056,-0.006,pass
24,64.81,1.000,-0.571429,-0.571401,-0.571488,-0.000087,-0.009,pass
24,64.81,1.000,-0.714286,-0.714311,-0.714485,-0.000175,-0.017,pass
24,64.81,1.000,-0.857143,-0.857100,-0.857307,-0.000206,-0.021,pass
24,64.81,1.000,-1.000000,-1.000065,-1.000251,-0.000186,-0.019,pass
25,64.72,1.000,0.000000,-0.000012,-0.000038,-0.000026,-0.003,pass
25,64.75,1.000,0.142857,0.142900,0.142700,-0.000200,-0.020,pass
25,64.75,1.000,0.285714,0.285724,0.285426,-0.000298,-0.030,pass
25,64.75,1.000,0.428571,0.428593,0.428287,-0.000306,-0.031,pass
25,64.75,1.000,0.571429,0.571402,0.571211,-0.000190,-0.019,pass
25,64.75,1.000,0.714286,0.714292,0.714229,-0.000064,-0.006,pass
25,64.75,1.000,0.857143,0.857116,0.857068,-0.000048,-0.005,pass
25,64.78,1.000,1.000000,1.000007,0.999981,-0.000025,-0.003,pass
25,64.84,1.000,-0.142857,-0.142903,-0.143052,-0.000149,-0.015,pass
25,64.84,1.000,-0.285714,-0.285691,-0.285740,-0.000049,-0.005,pass
25,64.81,1.000,-0.428571,-0.428612,-0.428617,-0.000005,-0.001,pass
25,64.81,1.000,-0.571429,-0.571401,-0.571398,0.000002,0.000,pass
25,64.81,1.000,-0.714286,-0.714311,-0.714351,-0.000041,-0.004,pass
25,64.81,1.000,-0.857143,-0.857100,-0.857152,-0.000051,-0.005,pass
25,64.81,1.000,-1.000000,-1.000065,-1.000136,-0.000071,-0.007,pass
26,64.72,1.000,0.000000,-0.000012,0.000007,0.000020,0.002,pass
26,64.75,1.000,0.142857,0.142900,0.142880,-0.000021,-0.002,pass
26,64.75,1.000,0.285714,0.285724,0.285640,-0.000084,-0.008,pass
26,64.75,1.000,0.428571,0.428593,0.428480,-0.000113,-0.011,pass
26,64.75,1.000,0.571429,0.571402,0.571292,-0.000109,-0.011,pass
26,64.75,1.000,0.714286,0.714292,0.714289,-0.000003,-0.000,pass
26,64.75,1.000,0.857143,0.857116,0.857131,0.000015,0.002,pass
26,64.78,1.000,1.000000,1.000007,0.999971,-0.000035,-0.004,pass
26,64.84,1.000,-0.142857,-0.142903,-0.142981,-0.000078,-0.008,pass
26,64.84,1.000,-0.285714,-0.285691,-0.285765,-0.000074,-0.007,pass
26,64.81,1.000,-0.428571,-0.428612,-0.428623,-0.000011,-0.001,pass
26,64.81,1.000,-0.571429,-0.571401,-0.571416,-0.000015,-0.001,pass
26,64.81,1.000,-0.714286,-0.714311,-0.714356,-0.000045,-0.005,pass
26,64.81,1.000,-0.857143,-0.857100,-0.857195,-0.000095,-0.009,pass
26,64.81,1.000,-1.000000,-1.000065,-1.000098,-0.000034,-0.003,pass
27,64.72,1.000,0.000000,-0.000012,0.000036,0.000049,0.005,pass
27,64.75,1.000,0.142857,0.142900,0.142805,-0.000096,-0.010,pass
27,64.75,1.000,0.285714,0.285724,0.285493,-0.000231,-0.023,pass
27,64.75,1.000,0.428571,0.428593,0.428346,-0.000247,-0.025,pass
27,64.75,1.000,0.571429,0.571402,0.571232,-0.000170,-0.017,pass
27,64.75,1.000,0.714286,0.714292,0.714140,-0.000153,-0.015,pass
27,64.75,1.000,0.857143,0.857116,0.856952,-0.000163,-0.016,pass
27,64.78,1.000,1.000000,1.000007,0.999868,-0.000138,-0.014,pass
27,64.84,1.000,-0.142857,-0.142903,-0.142923,-0.000020,-0.002,pass
27,64.84,1.000,-0.285714,-0.285691,-0.285711,-0.000020,-0.002,pass
27,64.81,1.000,-0.428571,-0.428612,-0.428628,-0.000016,-0.002,pass
27,64.81,1.000,-0.571429,-0.571401,-0.571337,0.000064,0.006,pass
27,64.81,1.000,-0.714286,-0.714311,-0.714274,0.000036,0.004,pass
27,64.81,1.000,-0.857143,-0.857100,-0.857029,0.000072,0.007,pass
27,64.81,1.000,-1.000000,-1.000065,-1.000001,0.000064,0.006,pass
28,64.72,1.000,0.000000,-0.000012,0.000012,0.000024,0.002,pass
28,64.75,1.000,0.142857,0.142900,0.142751,-0.000150,-0.015,pass
28,64.75,1.000,0.285714,0.285724,0.285507,-0.000217,-0.022,pass
28,64.75,1.000,0.428571,0.428593,0.428406,-0.000187,-0.019,pass
28,64.75,1.000,0.571429,0.571402,0.571350,-0.000052,-0.005,pass
28,64.75,1.000,0.714286,0.714292,0.714307,0.000014,0.001,pass
28,64.75,1.000,0.857143,0.857116,0.857153,0.000037,0.004,pass
28,64.78,1.000,1.000000,1.000007,1.000030,0.000023,0.002,pass
28,64.84,1.000,-0.142857,-0.142903,-0.142940,-0.000036,-0.004,pass
28,64.84,1.000,-0.285714,-0.285691,-0.285610,0.000081,0.008,pass
28,64.81,1.000,-0.428571,-0.428612,-0.428523,0.000089,0.009,pass
28,64.81,1.000,-0.571429,-0.571401,-0.571278,0.000123,0.012,pass
28,64.81,1.000,-0.714286,-0.714311,-0.714283,0.000028,0.003,pass
28,64.81,1.000,-0.857143,-0.857100,-0.857073,0.000028,0.003,pass
28,64.81,1.000,-1.000000,-1.000065,-1.000031,0.000034,0.003,pass
29,64.63,1.000,0.000000,-0.000012,0.000012,0.000024,0.002,pass
29,64.63,1.000,0.142857,0.142900,0.142867,-0.000033,-0.003,pass
29,64.63,1.000,0.285714,0.285724,0.285642,-0.000082,-0.008,pass
29,64.63,1.000,0.428571,0.428593,0.428553,-0.000039,-0.004,pass
29,64.63,1.000,0.571429,0.571402,0.571436,0.000034,0.003,pass
29,64.63,1.000,0.714286,0.714292,0.714300,0.000007,0.001,pass
29,64.63,1.000,0.857143,0.857116,0.857069,-0.000047,-0.005,pass
29,64.69,1.000,1.000000,1.000007,1.000027,0.000021,0.002,pass
29,64.75,1.000,-0.142857,-0.142903,-0.142984,-0.000081,-0.008,pass
29,64.75,1.000,-0.285714,-0.285691,-0.285765,-0.000074,-0.007,pass
29,64.69,1.000,-0.428571,-0.428612,-0.428658,-0.000046,-0.005,pass
29,64.69,1.000,-0.571429,-0.571401,-0.571396,0.000004,0.000,pass
29,64.69,1.000,-0.714286,-0.714311,-0.714407,-0.000097,-0.010,pass
29,64.69,1.000,-0.857143,-0.857100,-0.857132,-0.000031,-0.003,pass
29,64.75,1.000,-1.000000,-1.000065,-1.000200,-0.000135,-0.014,pass
30,64.63,1.000,0.000000,-0.000012,0.000033,0.000045,0.005,pass
30,64.63,1.000,0.142857,0.142900,0.142824,-0.000076,-0.008,pass
30,64.63,1.000,0.285714,0.285724,0.285596,-0.000128,-0.013,pass
30,64.63,1.000,0.428571,0.428593,0.428462,-0.000130,-0.013,pass
30,64.63,1.000,0.571429,0.571402,0.571331,-0.000070,-0.007,pass
30,64.63,1.000,0.714286,0.714292,0.714191,-0.000101,-0.010,pass
30,64.63,1.000,0.857143,0.857116,0.856959,-0.000157,-0.016,pass
30,64.69,1.000,1.000000,1.000007,0.999866,-0.000141,-0.014,pass
30,64.75,1.000,-0.142857,-0.142903,-0.143055,-0.000152,-0.015,pass
30,64.75,1.000,-0.285714,-0.285691,-0.285750,-0.000059,-0.006,pass
30,64.69,1.000,-0.428571,-0.428612,-0.428673,-0.000061,-0.006,pass
30,64.69,1.000,-0.571429,-0.571401,-0.571423,-0.000023,-0.002,pass
30,64.69,1.000,-0.714286,-0.714311,-0.714397,-0.000086,-0.009,pass
30,64.69,1.000,-0.857143,-0.857100,-0.857142,-0.000042,-0.004,pass
30,64.75,1.000,-1.000000,-1.000065,-1.000094,-0.000029,-0.003,pass
31,64.63,1.000,0.000000,-0.000012,-0.000011,0.000001,0.000,pass
31,64.63,1.000,0.142857,0.142900,0.142723,-0.000177,-0.018,pass
31,64.63,1.000,0.285714,0.285724,0.285435,-0.000289,-0.029,pass
31,64.63,1.000,0.428571,0.428593,0.428335,-0.000257,-0.026,pass
31,64.63,1.000,0.571429,0.571402,0.571242,-0.000160,-0.016,pass
31,64.63,1.000,0.714286,0.714292,0.714254,-0.000038,-0.004,pass
31,64.63,1.000,0.857143,0.857116,0.857074,-0.000042,-0.004,pass
31,64.69,1.000,1.000000,1.000007,0.999982,-0.000025,-0.002,pass
31,64.75,1.000,-0.142857,-0.142903,-0.142990,-0.000086,-0.009,pass
31,64.75,1.000,-0.285714,-0.285691,-0.285689,0.000002,0.000,pass
31,64.69,1.000,-0.428571,-0.428612,-0.428572,0.000039,0.004,pass
31,64.69,1.000,-0.571429,-0.571401,-0.571353,0.000048,0.005,pass
31,64.69,1.000,-0.714286,-0.714311,-0.714390,-0.000079,-0.008,pass
31,64.69,1.000,-0.857143,-0.857100,-0.857174,-0.000074,-0.007,pass
31,64.75,1.000,-1.000000,-1.000065,-1.000129,-0.000064,-0.006,pass
32,64.63,1.000,0.000000,-0.000012,0.000029,0.000041,0.004,pass
32,64.63,1.000,0.142857,0.142900,0.142870,-0.000030,-0.003,pass
32,64.63,1.000,0.285714,0.285724,0.285645,-0.000079,-0.008,pass
32,64.63,1.000,0.428571,0.428593,0.428533,-0.000060,-0.006,pass
32,64.63,1.000,0.571429,0.571402,0.571390,-0.000011,-0.001,pass
32,64.63,1.000,0.714286,0.714292,0.714215,-0.000077,-0.008,pass
32,64.63,1.000,0.857143,0.857116,0.856984,-0.000132,-0.013,pass
32,64.69,1.000,1.000000,1.000007,0.999963,-0.000043,-0.004,pass
32,64.75,1.000,-0.142857,-0.142903,-0.143038,-0.000135,-0.014,pass
32,64.75,1.000,-0.285714,-0.285691,-0.285876,-0.000185,-0.018,pass
32,64.69,1.000,-0.428571,-0.428612,-0.428755,-0.000144,-0.014,pass
32,64.69,1.000,-0.571429,-0.571401,-0.571554,-0.000153,-0.015,pass
32,64.69,1.000,-0.714286,-0.714311,-0.714481,-0.000170,-0.017,pass
32,64.69,1.000,-0.857143,-0.857100,-0.857258,-0.000157,-0.016,pass
32,64.75,1.000,-1.000000,-1.000065,-1.000269,-0.000204,-0.020,pass
33,64.69,1.000,0.000000,-0.000012,0.000051,0.000063,0.006,pass
33,64.69,1.000,0.142857,0.142900,0.142917,0.000017,0.002,pass
33,64.69,1.000,0.285714,0.285724,0.285730,0.000006,0.001,pass
33,64.69,1.000,0.428571,0.428593,0.428587,-0.000006,-0.001,pass
33,64.69,1.000,0.571429,0.571402,0.571456,0.000054,0.005,pass
33,64.69,1.000,0.714286,0.714292,0.714345,0.000053,0.005,pass
33,64.69,1.000,0.857143,0.857116,0.857178,0.000062,0.006,pass
33,64.69,1.000,1.000000,1.000007,1.000033,0.000027,0.003,pass
33,64.75,1.000,-0.142857,-0.142903,-0.142937,-0.000034,-0.003,pass
33,64.75,1.000,-0.285714,-0.285691,-0.285717,-0.000026,-0.003,pass
33,64.75,1.000,-0.428571,-0.428612,-0.428670,-0.000059,-0.006,pass
33,64.69,1.000,-0.571429,-0.571401,-0.571452,-0.000052,-0.005,pass
33,64.75,1.000,-0.714286,-0.714311,-0.714304,0.000007,0.001,pass
33,64.75,1.000,-0.857143,-0.857100,-0.857193,-0.000092,-0.009,pass
33,64.75,1.000,-1.000000,-1.000065,-1.000213,-0.000148,-0.015,pass
34,64.69,1.000,0.000000,-0.000012,-0.000005,0.000008,0.001,pass
34,64.69,1.000,0.142857,0.142900,0.142796,-0.000105,-0.010,pass
34,64.69,1.000,0.285714,0.285724,0.285528,-0.000196,-0.020,pass
34,64.69,1.000,0.428571,0.428593,0.428382,-0.000211,-0.021,pass
34,64.69,1.000,0.571429,0.571402,0.571206,-0.000195,-0.020,pass
34,64.69,1.000,0.714286,0.714292,0.714135,-0.000157,-0.016,pass
34,64.69,1.000,0.857143,0.857116,0.856934,-0.000182,-0.018,pass
34,64.69,1.000,1.000000,1.000007,0.999847,-0.000160,-0.016,pass
34,64.75,1.000,-0.142857,-0.142903,-0.143010,-0.000107,-0.011,pass
34,64.75,1.000,-0.285714,-0.285691,-0.285741,-0.000050,-0.005,pass
34,64.75,1.000,-0.428571,-0.428612,-0.428693,-0.000081,-0.008,pass
34,64.69,1.000,-0.571429,-0.571401,-0.571469,-0.000068,-0.007,pass
34,64.75,1.000,-0.714286,-0.714311,-0.714351,-0.000041,-0.004,pass
34,64.75,1.000,-0.857143,-0.857100,-0.857209,-0.000109,-0.011,pass
34,64.75,1.000,-1.000000,-1.000065,-1.000118,-0.000053,-0.005,pass
35,64.69,1.000,0.000000,-0.000012,0.000045,0.000057,0.006,pass
35,64.69,1.000,0.142857,0.142900,0.142896,-0.000005,-0.000,pass
35,64.69,1.000,0.285714,0.285724,0.285668,-0.000056,-0.006,pass
35,64.69,1.000,0.428571,0.428593,0.428537,-0.000056,-0.006,pass
35,64.69,1.000,0.571429,0.571402,0.571335,-0.000067,-0.007,pass
35,64.69,1.000,0.714286,0.714292,0.714325,0.000033,0.003,pass
35,64.69,1.000,0.857143,0.857116,0.857208,0.000092,0.009,pass
35,64.69,1.000,1.000000,1.000007,1.000070,0.000064,0.006,pass
35,64.75,1.000,-0.142857,-0.142903,-0.142882,0.000021,0.002,pass
35,64.75,1.000,-0.285714,-0.285691,-0.285653,0.000039,0.004,pass
35,64.75,1.000,-0.428571,-0.428612,-0.428528,0.000083,0.008,pass
35,64.69,1.000,-0.571429,-0.571401,-0.571287,0.000113,0.011,pass
35,64.75,1.000,-0.714286,-0.714311,-0.714184,0.000127,0.013,pass
35,64.75,1.000,-0.857143,-0.857100,-0.857041,0.000059,0.006,pass
35,64.75,1.000,-1.000000,-1.000065,-1.000035,0.000030,0.003,pass
36,64.69,1.000,0.000000,-0.000012,0.000066,0.000078,0.008,pass
36,64.69,1.000,0.142857,0.142900,0.143002,0.000102,0.010,pass
36,64.69,1.000,0.285714,0.285724,0.285840,0.000116,0.012,pass
36,64.69,1.000,0.428571,0.428593,0.428720,0.000127,0.013,pass
36,64.69,1.000,0.571429,0.571402,0.571501,0.000100,0.010,pass
36,64.69,1.000,0.714286,0.714292,0.714394,0.000102,0.010,pass
36,64.69,1.000,0.857143,0.857116,0.857218,0.000103,0.010,pass
36,64.69,1.000,1.000000,1.000007,1.000048,0.000041,0.004,pass
36,64.75,1.000,-0.142857,-0.142903,-0.142770,0.000133,0.013,pass
36,64.75,1.000,-0.285714,-0.285691,-0.285643,0.000048,0.005,pass
36,64.75,1.000,-0.428571,-0.428612,-0.428558,0.000054,0.005,pass
36,64.69,1.000,-0.571429,-0.571401,-0.571347,0.000054,0.005,pass
36,64.75,1.000,-0.714286,-0.714311,-0.714175,0.000135,0.014,pass
36,64.75,1.000,-0.857143,-0.857100,-0.856995,0.000106,0.011,pass
36,64.75,1.000,-1.000000,-1.000065,-0.999993,0.000072,0.007,pass
37,64.78,1.000,0.000000,-0.000012,-0.000005,0.000007,0.001,pass
37,64.81,1.000,0.142857,0.142900,0.142906,0.000005,0.001,pass
37,64.81,1.000,0.285714,0.285724,0.285749,0.000025,0.002,pass
37,64.81,1.000,0.428571,0.428593,0.428588,-0.000005,-0.000,pass
37,64.81,1.000,0.571429,0.571402,0.571434,0.000033,0.003,pass
37,64.81,1.000,0.714286,0.714292,0.714330,0.000038,0.004,pass
37,64.81,1.000,0.857143,0.857116,0.857253,0.000138,0.014,pass
37,64.81,1.000,1.000000,1.000007,1.000114,0.000108,0.011,pass
37,64.88,1.000,-0.142857,-0.142903,-0.142921,-0.000018,-0.002,pass
37,64.88,1.000,-0.285714,-0.285691,-0.285758,-0.000067,-0.007,pass
37,64.88,1.000,-0.428571,-0.428612,-0.428610,0.000002,0.000,pass
37,64.84,1.000,-0.571429,-0.571401,-0.571405,-0.000004,-0.000,pass
37,64.88,1.000,-0.714286,-0.714311,-0.714233,0.000077,0.008,pass
37,64.88,1.000,-0.857143,-0.857100,-0.857117,-0.000016,-0.002,pass
37,64.88,1.000,-1.000000,-1.000065,-0.999961,0.000104,0.010,pass
38,64.78,1.000,0.000000,-0.000012,0.000006,0.000018,0.002,pass
38,64.81,1.000,0.142857,0.142900,0.142867,-0.000033,-0.003,pass
38,64.81,1.000,0.285714,0.285724,0.285646,-0.000078,-0.008,pass
38,64.81,1.000,0.428571,0.428593,0.428513,-0.000079,-0.008,pass
38,64.81,1.000,0.571429,0.571402,0.571304,-0.000097,-0.010,pass
38,64.81,1.000,0.714286,0.714292,0.714315,0.000022,0.002,pass
38,64.81,1.000,0.857143,0.857116,0.857215,0.000099,0.010,pass
38,64.81,1.000,1.000000,1.000007,1.000032,0.000025,0.003,pass
38,64.88,1.000,-0.142857,-0.142903,-0.142782,0.000122,0.012,pass
38,64.88,1.000,-0.285714,-0.285691,-0.285634,0.000058,0.006,pass
38,64.88,1.000,-0.428571,-0.428612,-0.428582,0.000029,0.003,pass
38,64.84,1.000,-0.571429,-0.571401,-0.571351,0.000049,0.005,pass
38,64.88,1.000,-0.714286,-0.714311,-0.714302,0.000009,0.001,pass
38,64.88,1.000,-0.857143,-0.857100,-0.857128,-0.000028,-0.003,pass
38,64.88,1.000,-1.000000,-1.000065,-0.999980,0.000085,0.008,pass
39,64.78,1.000,0.000000,-0.000012,0.000019,0.000031,0.003,pass
39,64.81,1.000,0.142857,0.142900,0.142824,-0.000077,-0.008,pass
39,64.81,1.000,0.285714,0.285724,0.285658,-0.000066,-0.007,pass
39,64.81,1.000,0.428571,0.428593,0.428534,-0.000058,-0.006,pass
39,64.81,1.000,0.571429,0.571402,0.571337,-0.000065,-0.006,pass
39,64.81,1.000,0.714286,0.714292,0.714244,-0.000048,-0.005,pass
39,64.81,1.000,0.857143,0.857116,0.857011,-0.000104,-0.010,pass
39,64.81,1.000,1.000000,1.000007,0.999899,-0.000107,-0.011,pass
39,64.88,1.000,-0.142857,-0.142903,-0.142943,-0.000040,-0.004,pass
39,64.88,1.000,-0.285714,-0.285691,-0.285736,-0.000045,-0.005,pass
39,64.88,1.000,-0.428571,-0.428612,-0.428656,-0.000044,-0.004,pass
39,64.84,1.000,-0.571429,-0.571401,-0.571394,0.000007,0.001,pass
39,64.88,1.000,-0.714286,-0.714311,-0.714341,-0.000030,-0.003,pass
39,64.88,1.000,-0.857143,-0.857100,-0.857150,-0.000050,-0.005,pass
39,64.88,1.000,-1.000000,-1.000065,-1.000078,-0.000014,-0.001,pass
40,64.78,1.000,0.000000,-0.000012,0.000051,0.000063,0.006,pass
40,64.81,1.000,0.142857,0.142900,0.142927,0.000027,0.003,pass
40,64.81,1.000,0.285714,0.285724,0.285759,0.000036,0.004,pass
40,64.81,1.000,0.428571,0.428593,0.428742,0.000149,0.015,pass
40,64.81,1.000,0.571429,0.571402,0.571552,0.000150,0.015,pass
40,64.81,1.000,0.714286,0.714292,0.714478,0.000186,0.019,pass
40,64.81,1.000,0.857143,0.857116,0.857496,0.000381,0.038,pass
40,64.81,1.000,1.000000,1.000007,1.000183,0.000176,0.018,pass
40,64.88,1.000,-0.142857,-0.142903,-0.142925,-0.000021,-0.002,pass
40,64.88,1.000,-0.285714,-0.285691,-0.285744,-0.000052,-0.005,pass
40,64.88,1.000,-0.428571,-0.428612,-0.428568,0.000043,0.004,pass
40,64.84,1.000,-0.571429,-0.571401,-0.571395,0.000006,0.001,pass
40,64.88,1.000,-0.714286,-0.714311,-0.714265,0.000045,0.005,pass
40,64.88,1.000,-0.857143,-0.857100,-0.857028,0.000072,0.007,pass
40,64.88,1.000,-1.000000,-1.000065,-1.000066,-0.000001,-0.000,pass
41,64.78,1.000,0.000000,-0.000012,-0.000000,0.000012,0.001,pass
41,64.81,1.000,0.142857,0.142900,0.142739,-0.000162,-0.016,pass
41,64.81,1.000,0.285714,0.285724,0.285501,-0.000223,-0.022,pass
41,64.81,1.000,0.428571,0.428593,0.428328,-0.000265,-0.026,pass
