MPS4000 Validation Report
S/N:,251
Date,2015/01/01
Time,04:55:44
Channels,64
Pressures,15
Temperatures,3
Error Limit,0.06
 ,Temp,Full Scale,Target,Source,MPS,,Percent
Chan,Deg C,Pressure,Pressure,Pressure,Pressure,Delta,Error
8,40.56,1.000,-0.714286,-0.714303,-0.714411,-0.000108,-0.011,pass
8,40.59,1.000,-0.857143,-0.857112,-0.857165,-0.000053,-0.005,pass
8,40.59,1.000,-1.000000,-1.000009,-1.000123,-0.000114,-0.011,pass
9,40.50,1.000,0.000000,-0.000018,-0.000034,-0.000016,-0.002,pass
9,40.53,1.000,0.142857,0.142903,0.142906,0.000003,0.000,pass
9,40.53,1.000,0.285714,0.285693,0.285783,0.000090,0.009,pass
9,40.50,1.000,0.428571,0.428617,0.428627,0.000010,0.001,pass
9,40.53,1.000,0.571429,0.571404,0.571441,0.000037,0.004,pass
9,40.53,1.000,0.714286,0.714311,0.714258,-0.000053,-0.005,pass
9,40.56,1.000,0.857143,0.857109,0.857102,-0.000007,-0.001,pass
9,40.56,1.000,1.000000,0.999999,1.000059,0.000060,0.006,pass
9,40.56,1.000,-0.142857,-0.142919,-0.142880,0.000039,0.004,pass
9,40.59,1.000,-0.285714,-0.285711,-0.285726,-0.000015,-0.001,pass
9,40.63,1.000,-0.428571,-0.428618,-0.428641,-0.000022,-0.002,pass
9,40.59,1.000,-0.571429,-0.571401,-0.571391,0.000010,0.001,pass
9,40.56,1.000,-0.714286,-0.714303,-0.714296,0.000007,0.001,pass
9,40.59,1.000,-0.857143,-0.857112,-0.857079,0.000033,0.003,pass
9,40.59,1.000,-1.000000,-1.000009,-1.000071,-0.000062,-0.006,pass
10,40.50,1.000,0.000000,-0.000018,-0.000011,0.000007,0.001,pass
10,40.53,1.000,0.142857,0.142903,0.143005,0.000102,0.010,pass
10,40.53,1.000,0.285714,0.285693,0.285766,0.000073,0.007,pass
10,40.50,1.000,0.428571,0.428617,0.428617,-0.000001,-0.000,pass
10,40.53,1.000,0.571429,0.571404,0.571398,-0.000006,-0.001,pass
10,40.53,1.000,0.714286,0.714311,0.714270,-0.000040,-0.004,pass
10,40.56,1.000,0.857143,0.857109,0.857170,0.000061,0.006,pass
10,40.56,1.000,1.000000,0.999999,1.000206,0.000207,0.021,pass
10,40.56,1.000,-0.142857,-0.142919,-0.142886,0.000032,0.003,pass
10,40.59,1.000,-0.285714,-0.285711,-0.285672,0.000039,0.004,pass
10,40.63,1.000,-0.428571,-0.428618,-0.428555,0.000064,0.006,pass
10,40.59,1.000,-0.571429,-0.571401,-0.571313,0.000087,0.009,pass
10,40.56,1.000,-0.714286,-0.714303,-0.714272,0.000031,0.003,pass
10,40.59,1.000,-0.857143,-0.857112,-0.857035,0.000077,0.008,pass
10,40.59,1.000,-1.000000,-1.000009,-1.000021,-0.000012,-0.001,pass
11,40.50,1.000,0.000000,-0.000018,0.000009,0.000027,0.003,pass
11,40.53,1.000,0.142857,0.142903,0.142973,0.000070,0.007,pass
11,40.53,1.000,0.285714,0.285693,0.285787,0.000094,0.009,pass
11,40.50,1.000,0.428571,0.428617,0.428658,0.000040,0.004,pass
11,40.53,1.000,0.571429,0.571404,0.571495,0.000091,0.009,pass
11,40.53,1.000,0.714286,0.714311,0.714355,0.000044,0.004,pass
11,40.56,1.000,0.857143,0.857109,0.857207,0.000098,0.010,pass
11,40.56,1.000,1.000000,0.999999,1.000097,0.000098,0.010,pass
11,40.56,1.000,-0.142857,-0.142919,-0.142883,0.000035,0.004,pass
11,40.59,1.000,-0.285714,-0.285711,-0.285709,0.000003,0.000,pass
11,40.63,1.000,-0.428571,-0.428618,-0.428579,0.000040,0.004,pass
11,40.59,1.000,-0.571429,-0.571401,-0.571347,0.000054,0.005,pass
11,40.56,1.000,-0.714286,-0.714303,-0.714246,0.000057,0.006,pass
11,40.59,1.000,-0.857143,-0.857112,-0.857039,0.000073,0.007,pass
11,40.59,1.000,-1.000000,-1.000009,-1.000057,-0.000048,-0.005,pass
12,40.50,1.000,0.000000,-0.000018,-0.000017,0.000001,0.000,pass
12,40.53,1.000,0.142857,0.142903,0.142904,0.000001,0.000,pass
12,40.53,1.000,0.285714,0.285693,0.285718,0.000024,0.002,pass
12,40.50,1.000,0.428571,0.428617,0.428603,-0.000015,-0.001,pass
12,40.53,1.000,0.571429,0.571404,0.571448,0.000043,0.004,pass
12,40.53,1.000,0.714286,0.714311,0.714382,0.000071,0.007,pass
12,40.56,1.000,0.857143,0.857109,0.857127,0.000018,0.002,pass
12,40.56,1.000,1.000000,0.999999,1.000106,0.000106,0.011,pass
12,40.56,1.000,-0.142857,-0.142919,-0.142927,-0.000009,-0.001,pass
12,40.59,1.000,-0.285714,-0.285711,-0.285714,-0.000003,-0.000,pass
12,40.63,1.000,-0.428571,-0.428618,-0.428597,0.000022,0.002,pass
12,40.59,1.000,-0.571429,-0.571401,-0.571358,0.000043,0.004,pass
12,40.56,1.000,-0.714286,-0.714303,-0.714345,-0.000042,-0.004,pass
12,40.59,1.000,-0.857143,-0.857112,-0.857113,-0.000001,-0.000,pass
12,40.59,1.000,-1.000000,-1.000009,-1.000073,-0.000063,-0.006,pass
13,40.31,1.000,0.000000,-0.000018,0.000008,0.000026,0.003,pass
13,40.31,1.000,0.142857,0.142903,0.142949,0.000046,0.005,pass
13,40.31,1.000,0.285714,0.285693,0.285807,0.000114,0.011,pass
13,40.31,1.000,0.428571,0.428617,0.428657,0.000040,0.004,pass
13,40.31,1.000,0.571429,0.571404,0.571447,0.000043,0.004,pass
13,40.31,1.000,0.714286,0.714311,0.714370,0.000059,0.006,pass
13,40.38,1.000,0.857143,0.857109,0.857192,0.000083,0.008,pass
13,40.38,1.000,1.000000,0.999999,1.000141,0.000142,0.014,pass
13,40.38,1.000,-0.142857,-0.142919,-0.142880,0.000038,0.004,pass
13,40.38,1.000,-0.285714,-0.285711,-0.285705,0.000006,0.001,pass
13,40.44,1.000,-0.428571,-0.428618,-0.428582,0.000037,0.004,pass
13,40.44,1.000,-0.571429,-0.571401,-0.571371,0.000030,0.003,pass
13,40.38,1.000,-0.714286,-0.714303,-0.714322,-0.000019,-0.002,pass
13,40.38,1.000,-0.857143,-0.857112,-0.857138,-0.000026,-0.003,pass
13,40.38,1.000,-1.000000,-1.000009,-1.000073,-0.000064,-0.006,pass
14,40.31,1.000,0.000000,-0.000018,0.000044,0.000062,0.006,pass
14,40.31,1.000,0.142857,0.142903,0.143014,0.000111,0.011,pass
14,40.31,1.000,0.285714,0.285693,0.285844,0.000151,0.015,pass
14,40.31,1.000,0.428571,0.428617,0.428746,0.000128,0.013,pass
14,40.31,1.000,0.571429,0.571404,0.571484,0.000079,0.008,pass
14,40.31,1.000,0.714286,0.714311,0.714466,0.000155,0.015,pass
14,40.38,1.000,0.857143,0.857109,0.857238,0.000129,0.013,pass
14,40.38,1.000,1.000000,0.999999,1.000157,0.000158,0.016,pass
14,40.38,1.000,-0.142857,-0.142919,-0.142847,0.000072,0.007,pass
14,40.38,1.000,-0.285714,-0.285711,-0.285680,0.000031,0.003,pass
14,40.44,1.000,-0.428571,-0.428618,-0.428580,0.000038,0.004,pass
14,40.44,1.000,-0.571429,-0.571401,-0.571363,0.000037,0.004,pass
14,40.38,1.000,-0.714286,-0.714303,-0.714313,-0.000010,-0.001,pass
14,40.38,1.000,-0.857143,-0.857112,-0.857080,0.000032,0.003,pass
14,40.38,1.000,-1.000000,-1.000009,-0.999996,0.000014,0.001,pass
15,40.31,1.000,0.000000,-0.000018,0.000018,0.000036,0.004,pass
15,40.31,1.000,0.142857,0.142903,0.143012,0.000108,0.011,pass
15,40.31,1.000,0.285714,0.285693,0.285857,0.000164,0.016,pass
15,40.31,1.000,0.428571,0.428617,0.428718,0.000100,0.010,pass
15,40.31,1.000,0.571429,0.571404,0.571502,0.000098,0.010,pass
15,40.31,1.000,0.714286,0.714311,0.714467,0.000156,0.016,pass
15,40.38,1.000,0.857143,0.857109,0.857243,0.000134,0.013,pass
15,40.38,1.000,1.000000,0.999999,1.000144,0.000145,0.015,pass
15,40.38,1.000,-0.142857,-0.142919,-0.142826,0.000093,0.009,pass
15,40.38,1.000,-0.285714,-0.285711,-0.285651,0.000061,0.006,pass
15,40.44,1.000,-0.428571,-0.428618,-0.428539,0.000079,0.008,pass
15,40.44,1.000,-0.571429,-0.571401,-0.571272,0.000128,0.013,pass
15,40.38,1.000,-0.714286,-0.714303,-0.714224,0.000079,0.008,pass
15,40.38,1.000,-0.857143,-0.857112,-0.856968,0.000144,0.014,pass
15,40.38,1.000,-1.000000,-1.000009,-0.999974,0.000036,0.004,pass
16,40.31,1.000,0.000000,-0.000018,0.000003,0.000021,0.002,pass
16,40.31,1.000,0.142857,0.142903,0.143020,0.000116,0.012,pass
16,40.31,1.000,0.285714,0.285693,0.285825,0.000132,0.013,pass
16,40.31,1.000,0.428571,0.428617,0.428732,0.000115,0.011,pass
16,40.31,1.000,0.571429,0.571404,0.571543,0.000138,0.014,pass
16,40.31,1.000,0.714286,0.714311,0.714409,0.000098,0.010,pass
16,40.38,1.000,0.857143,0.857109,0.857200,0.000091,0.009,pass
16,40.38,1.000,1.000000,0.999999,1.000089,0.000090,0.009,pass
16,40.38,1.000,-0.142857,-0.142919,-0.142929,-0.000010,-0.001,pass
16,40.38,1.000,-0.285714,-0.285711,-0.285781,-0.000069,-0.007,pass
16,40.44,1.000,-0.428571,-0.428618,-0.428647,-0.000028,-0.003,pass
16,40.44,1.000,-0.571429,-0.571401,-0.571402,-0.000002,-0.000,pass
16,40.38,1.000,-0.714286,-0.714303,-0.714386,-0.000083,-0.008,pass
16,40.38,1.000,-0.857143,-0.857112,-0.857089,0.000023,0.002,pass
16,40.38,1.000,-1.000000,-1.000009,-1.000116,-0.000107,-0.011,pass
17,40.75,1.000,0.000000,-0.000018,-0.000011,0.000008,0.001,pass
17,40.75,1.000,0.142857,0.142903,0.142958,0.000054,0.005,pass
17,40.75,1.000,0.285714,0.285693,0.285793,0.000100,0.010,pass
17,40.75,1.000,0.428571,0.428617,0.428725,0.000108,0.011,pass
17,40.75,1.000,0.571429,0.571404,0.571526,0.000122,0.012,pass
17,40.75,1.000,0.714286,0.714311,0.714376,0.000065,0.007,pass
17,40.75,1.000,0.857143,0.857109,0.857131,0.000022,0.002,pass
17,40.75,1.000,1.000000,0.999999,1.000012,0.000012,0.001,pass
17,40.75,1.000,-0.142857,-0.142919,-0.142924,-0.000005,-0.001,pass
17,40.75,1.000,-0.285714,-0.285711,-0.285759,-0.000047,-0.005,pass
17,40.81,1.000,-0.428571,-0.428618,-0.428667,-0.000048,-0.005,pass
17,40.81,1.000,-0.571429,-0.571401,-0.571451,-0.000050,-0.005,pass
17,40.81,1.000,-0.714286,-0.714303,-0.714383,-0.000080,-0.008,pass
17,40.81,1.000,-0.857143,-0.857112,-0.857178,-0.000066,-0.007,pass
17,40.81,1.000,-1.000000,-1.000009,-0.999982,0.000028,0.003,pass
18,40.75,1.000,0.000000,-0.000018,-0.000024,-0.000006,-0.001,pass
18,40.75,1.000,0.142857,0.142903,0.142962,0.000059,0.006,pass
18,40.75,1.000,0.285714,0.285693,0.285778,0.000085,0.009,pass
18,40.75,1.000,0.428571,0.428617,0.428678,0.000061,0.006,pass
18,40.75,1.000,0.571429,0.571404,0.571472,0.000068,0.007,pass
18,40.75,1.000,0.714286,0.714311,0.714392,0.000081,0.008,pass
18,40.75,1.000,0.857143,0.857109,0.857116,0.000007,0.001,pass
18,40.75,1.000,1.000000,0.999999,1.000085,0.000086,0.009,pass
18,40.75,1.000,-0.142857,-0.142919,-0.142876,0.000043,0.004,pass
18,40.75,1.000,-0.285714,-0.285711,-0.285714,-0.000003,-0.000,pass
18,40.81,1.000,-0.428571,-0.428618,-0.428568,0.000050,0.005,pass
18,40.81,1.000,-0.571429,-0.571401,-0.571352,0.000049,0.005,pass
18,40.81,1.000,-0.714286,-0.714303,-0.714304,-0.000001,-0.000,pass
18,40.81,1.000,-0.857143,-0.857112,-0.857159,-0.000048,-0.005,pass
18,40.81,1.000,-1.000000,-1.000009,-0.999917,0.000092,0.009,pass
19,40.75,1.000,0.000000,-0.000018,-0.000001,0.000017,0.002,pass
19,40.75,1.000,0.142857,0.142903,0.142906,0.000003,0.000,pass
19,40.75,1.000,0.285714,0.285693,0.285736,0.000043,0.004,pass
19,40.75,1.000,0.428571,0.428617,0.428605,-0.000012,-0.001,pass
19,40.75,1.000,0.571429,0.571404,0.571425,0.000021,0.002,pass
19,40.75,1.000,0.714286,0.714311,0.714365,0.000055,0.005,pass
19,40.75,1.000,0.857143,0.857109,0.857084,-0.000025,-0.002,pass
19,40.75,1.000,1.000000,0.999999,0.999954,-0.000045,-0.005,pass
19,40.75,1.000,-0.142857,-0.142919,-0.142949,-0.000031,-0.003,pass
19,40.75,1.000,-0.285714,-0.285711,-0.285729,-0.000018,-0.002,pass
19,40.81,1.000,-0.428571,-0.428618,-0.428608,0.000010,0.001,pass
19,40.81,1.000,-0.571429,-0.571401,-0.571409,-0.000008,-0.001,pass
19,40.81,1.000,-0.714286,-0.714303,-0.714398,-0.000095,-0.010,pass
19,40.81,1.000,-0.857143,-0.857112,-0.857201,-0.000089,-0.009,pass
19,40.81,1.000,-1.000000,-1.000009,-0.999961,0.000048,0.005,pass
20,40.75,1.000,0.000000,-0.000018,0.000014,0.000032,0.003,pass
20,40.75,1.000,0.142857,0.142903,0.142957,0.000054,0.005,pass
20,40.75,1.000,0.285714,0.285693,0.285725,0.000032,0.003,pass
20,40.75,1.000,0.428571,0.428617,0.428646,0.000029,0.003,pass
20,40.75,1.000,0.571429,0.571404,0.571468,0.000064,0.006,pass
20,40.75,1.000,0.714286,0.714311,0.714358,0.000047,0.005,pass
20,40.75,1.000,0.857143,0.857109,0.857165,0.000056,0.006,pass
20,40.75,1.000,1.000000,0.999999,1.000083,0.000084,0.008,pass
20,40.75,1.000,-0.142857,-0.142919,-0.142852,0.000067,0.007,pass
20,40.75,1.000,-0.285714,-0.285711,-0.285676,0.000035,0.004,pass
20,40.81,1.000,-0.428571,-0.428618,-0.428505,0.000113,0.011,pass
20,40.81,1.000,-0.571429,-0.571401,-0.571332,0.000069,0.007,pass
20,40.81,1.000,-0.714286,-0.714303,-0.714288,0.000015,0.002,pass
20,40.81,1.000,-0.857143,-0.857112,-0.857101,0.000011,0.001,pass
20,40.81,1.000,-1.000000,-1.000009,-0.999943,0.000067,0.007,pass
21,40.63,1.000,0.000000,-0.000018,0.000001,0.000020,0.002,pass
21,40.66,1.000,0.142857,0.142903,0.142951,0.000048,0.005,pass
21,40.66,1.000,0.285714,0.285693,0.285758,0.000065,0.007,pass
21,40.66,1.000,0.428571,0.428617,0.428748,0.000130,0.013,pass
21,40.66,1.000,0.571429,0.571404,0.571529,0.000124,0.012,pass
21,40.66,1.000,0.714286,0.714311,0.714470,0.000160,0.016,pass
21,40.66,1.000,0.857143,0.857109,0.857227,0.000118,0.012,pass
21,40.66,1.000,1.000000,0.999999,1.000122,0.000123,0.012,pass
21,40.66,1.000,-0.142857,-0.142919,-0.142820,0.000099,0.010,pass
21,40.69,1.000,-0.285714,-0.285711,-0.285591,0.000120,0.012,pass
21,40.72,1.000,-0.428571,-0.428618,-0.428486,0.000133,0.013,pass
21,40.72,1.000,-0.571429,-0.571401,-0.571334,0.000066,0.007,pass
21,40.72,1.000,-0.714286,-0.714303,-0.714187,0.000116,0.012,pass
21,40.69,1.000,-0.857143,-0.857112,-0.857106,0.000006,0.001,pass
21,40.69,1.000,-1.000000,-1.000009,-0.999909,0.000100,0.010,pass
22,40.63,1.000,0.000000,-0.000018,-0.000041,-0.000023,-0.002,pass
22,40.66,1.000,0.142857,0.142903,0.142939,0.000036,0.004,pass
22,40.66,1.000,0.285714,0.285693,0.285827,0.000134,0.013,pass
22,40.66,1.000,0.428571,0.428617,0.428696,0.000078,0.008,pass
22,40.66,1.000,0.571429,0.571404,0.571458,0.000053,0.005,pass
22,40.66,1.000,0.714286,0.714311,0.714359,0.000049,0.005,pass
22,40.66,1.000,0.857143,0.857109,0.857110,0.000001,0.000,pass
22,40.66,1.000,1.000000,0.999999,1.000051,0.000051,0.005,pass
22,40.66,1.000,-0.142857,-0.142919,-0.142791,0.000128,0.013,pass
22,40.69,1.000,-0.285714,-0.285711,-0.285643,0.000068,0.007,pass
22,40.72,1.000,-0.428571,-0.428618,-0.428548,0.000071,0.007,pass
22,40.72,1.000,-0.571429,-0.571401,-0.571403,-0.000002,-0.000,pass
22,40.72,1.000,-0.714286,-0.714303,-0.714200,0.000103,0.010,pass
22,40.69,1.000,-0.857143,-0.857112,-0.857124,-0.000012,-0.001,pass
22,40.69,1.000,-1.000000,-1.000009,-0.999897,0.000113,0.011,pass
23,40.63,1.000,0.000000,-0.000018,0.000007,0.000025,0.002,pass
23,40.66,1.000,0.142857,0.142903,0.142943,0.000040,0.004,pass
23,40.66,1.000,0.285714,0.285693,0.285753,0.000059,0.006,pass
23,40.66,1.000,0.428571,0.428617,0.428664,0.000047,0.005,pass
23,40.66,1.000,0.571429,0.571404,0.571515,0.000111,0.011,pass
23,40.66,1.000,0.714286,0.714311,0.714418,0.000107,0.011,pass
23,40.66,1.000,0.857143,0.857109,0.857226,0.000117,0.012,pass
23,40.66,1.000,1.000000,0.999999,1.000087,0.000088,0.009,pass
23,40.66,1.000,-0.142857,-0.142919,-0.142842,0.000077,0.008,pass
23,40.69,1.000,-0.285714,-0.285711,-0.285682,0.000029,0.003,pass
23,40.72,1.000,-0.428571,-0.428618,-0.428594,0.000025,0.002,pass
23,40.72,1.000,-0.571429,-0.571401,-0.571391,0.000010,0.001,pass
23,40.72,1.000,-0.714286,-0.714303,-0.714240,0.000063,0.006,pass
23,40.69,1.000,-0.857143,-0.857112,-0.857100,0.000012,0.001,pass
23,40.69,1.000,-1.000000,-1.000009,-0.999964,0.000045,0.005,pass
24,40.63,1.000,0.000000,-0.000018,-0.000003,0.000016,0.002,pass
24,40.66,1.000,0.142857,0.142903,0.142959,0.000056,0.006,pass
24,40.66,1.000,0.285714,0.285693,0.285864,0.000171,0.017,pass
24,40.66,1.000,0.428571,0.428617,0.428727,0.000109,0.011,pass
24,40.66,1.000,0.571429,0.571404,0.571582,0.000178,0.018,pass
24,40.66,1.000,0.714286,0.714311,0.714494,0.000183,0.018,pass
24,40.66,1.000,0.857143,0.857109,0.857243,0.000134,0.013,pass
24,40.66,1.000,1.000000,0.999999,1.000243,0.000244,0.024,pass
24,40.66,1.000,-0.142857,-0.142919,-0.142915,0.000004,0.000,pass
24,40.69,1.000,-0.285714,-0.285711,-0.285706,0.000006,0.001,pass
24,40.72,1.000,-0.428571,-0.428618,-0.428601,0.000018,0.002,pass
24,40.72,1.000,-0.571429,-0.571401,-0.571422,-0.000021,-0.002,pass
24,40.72,1.000,-0.714286,-0.714303,-0.714309,-0.000005,-0.001,pass
24,40.69,1.000,-0.857143,-0.857112,-0.857167,-0.000055,-0.006,pass
24,40.69,1.000,-1.000000,-1.000009,-0.999968,0.000041,0.004,pass
25,40.63,1.000,0.000000,-0.000018,0.000003,0.000021,0.002,pass
25,40.66,1.000,0.142857,0.142903,0.142907,0.000004,0.000,pass
25,40.66,1.000,0.285714,0.285693,0.285693,-0.000000,-0.000,pass
25,40.66,1.000,0.428571,0.428617,0.428663,0.000046,0.005,pass
25,40.66,1.000,0.571429,0.571404,0.571553,0.000149,0.015,pass
25,40.66,1.000,0.714286,0.714311,0.714391,0.000080,0.008,pass
25,40.66,1.000,0.857143,0.857109,0.856948,-0.000161,-0.016,pass
25,40.66,1.000,1.000000,0.999999,1.000082,0.000082,0.008,pass
25,40.66,1.000,-0.142857,-0.142919,-0.142861,0.000058,0.006,pass
25,40.69,1.000,-0.285714,-0.285711,-0.285626,0.000085,0.008,pass
25,40.72,1.000,-0.428571,-0.428618,-0.428535,0.000083,0.008,pass
25,40.72,1.000,-0.571429,-0.571401,-0.571366,0.000034,0.003,pass
25,40.72,1.000,-0.714286,-0.714303,-0.714261,0.000042,0.004,pass
25,40.69,1.000,-0.857143,-0.857112,-0.857133,-0.000021,-0.002,pass
25,40.69,1.000,-1.000000,-1.000009,-0.999955,0.000055,0.005,pass
26,40.63,1.000,0.000000,-0.000018,-0.000006,0.000012,0.001,pass
26,40.66,1.000,0.142857,0.142903,0.143011,0.000108,0.011,pass
26,40.66,1.000,0.285714,0.285693,0.285798,0.000105,0.011,pass
26,40.66,1.000,0.428571,0.428617,0.428692,0.000075,0.007,pass
26,40.66,1.000,0.571429,0.571404,0.571445,0.000041,0.004,pass
26,40.66,1.000,0.714286,0.714311,0.714379,0.000068,0.007,pass
26,40.66,1.000,0.857143,0.857109,0.857138,0.000029,0.003,pass
26,40.66,1.000,1.000000,0.999999,1.000018,0.000018,0.002,pass
26,40.66,1.000,-0.142857,-0.142919,-0.142821,0.000098,0.010,pass
26,40.69,1.000,-0.285714,-0.285711,-0.285616,0.000096,0.010,pass
26,40.72,1.000,-0.428571,-0.428618,-0.428545,0.000074,0.007,pass
26,40.72,1.000,-0.571429,-0.571401,-0.571350,0.000050,0.005,pass
26,40.72,1.000,-0.714286,-0.714303,-0.714258,0.000045,0.005,pass
26,40.69,1.000,-0.857143,-0.857112,-0.857084,0.000028,0.003,pass
26,40.69,1.000,-1.000000,-1.000009,-0.999915,0.000094,0.009,pass
27,40.63,1.000,0.000000,-0.000018,0.000000,0.000018,0.002,pass
27,40.66,1.000,0.142857,0.142903,0.142978,0.000074,0.007,pass
27,40.66,1.000,0.285714,0.285693,0.285770,0.000076,0.008,pass
27,40.66,1.000,0.428571,0.428617,0.428713,0.000095,0.010,pass
27,40.66,1.000,0.571429,0.571404,0.571575,0.000171,0.017,pass
27,40.66,1.000,0.714286,0.714311,0.714433,0.000122,0.012,pass
27,40.66,1.000,0.857143,0.857109,0.857177,0.000068,0.007,pass
27,40.66,1.000,1.000000,0.999999,1.000054,0.000055,0.005,pass
27,40.66,1.000,-0.142857,-0.142919,-0.142784,0.000134,0.013,pass
27,40.69,1.000,-0.285714,-0.285711,-0.285609,0.000102,0.010,pass
27,40.72,1.000,-0.428571,-0.428618,-0.428522,0.000097,0.010,pass
27,40.72,1.000,-0.571429,-0.571401,-0.571331,0.000070,0.007,pass
27,40.72,1.000,-0.714286,-0.714303,-0.714168,0.000135,0.013,pass
27,40.69,1.000,-0.857143,-0.857112,-0.856967,0.000145,0.014,pass
27,40.69,1.000,-1.000000,-1.000009,-0.999872,0.000138,0.014,pass
28,40.63,1.000,0.000000,-0.000018,0.000012,0.000031,0.003,pass
28,40.66,1.000,0.142857,0.142903,0.142945,0.000041,0.004,pass
28,40.66,1.000,0.285714,0.285693,0.285761,0.000068,0.007,pass
28,40.66,1.000,0.428571,0.428617,0.428670,0.000052,0.005,pass
28,40.66,1.000,0.571429,0.571404,0.571457,0.000053,0.005,pass
28,40.66,1.000,0.714286,0.714311,0.714356,0.000045,0.005,pass
28,40.66,1.000,0.857143,0.857109,0.857140,0.000031,0.003,pass
28,40.66,1.000,1.000000,0.999999,1.000057,0.000057,0.006,pass
28,40.66,1.000,-0.142857,-0.142919,-0.142863,0.000056,0.006,pass
28,40.69,1.000,-0.285714,-0.285711,-0.285701,0.000011,0.001,pass
28,40.72,1.000,-0.428571,-0.428618,-0.428626,-0.000008,-0.001,pass
28,40.72,1.000,-0.571429,-0.571401,-0.571390,0.000011,0.001,pass
28,40.72,1.000,-0.714286,-0.714303,-0.714247,0.000056,0.006,pass
28,40.69,1.000,-0.857143,-0.857112,-0.857110,0.000002,0.000,pass
28,40.69,1.000,-1.000000,-1.000009,-0.999943,0.000066,0.007,pass
29,40.50,1.000,0.000000,-0.000018,0.000033,0.000051,0.005,pass
29,40.56,1.000,0.142857,0.142903,0.142925,0.000022,0.002,pass
29,40.56,1.000,0.285714,0.285693,0.285790,0.000097,0.010,pass
29,40.56,1.000,0.428571,0.428617,0.428652,0.000034,0.003,pass
29,40.56,1.000,0.571429,0.571404,0.571503,0.000098,0.010,pass
29,40.56,1.000,0.714286,0.714311,0.714249,-0.000062,-0.006,pass
29,40.56,1.000,0.857143,0.857109,0.857202,0.000093,0.009,pass
29,40.56,1.000,1.000000,0.999999,1.000116,0.000117,0.012,pass
29,40.56,1.000,-0.142857,-0.142919,-0.142825,0.000093,0.009,pass
29,40.63,1.000,-0.285714,-0.285711,-0.285570,0.000141,0.014,pass
29,40.63,1.000,-0.428571,-0.428618,-0.428564,0.000054,0.005,pass
29,40.63,1.000,-0.571429,-0.571401,-0.571366,0.000035,0.004,pass
29,40.63,1.000,-0.714286,-0.714303,-0.714122,0.000181,0.018,pass
29,40.56,1.000,-0.857143,-0.857112,-0.857102,0.000010,0.001,pass
29,40.56,1.000,-1.000000,-1.000009,-1.000033,-0.000024,-0.002,pass
30,40.50,1.000,0.000000,-0.000018,0.000045,0.000063,0.006,pass
30,40.56,1.000,0.142857,0.142903,0.142978,0.000074,0.007,pass
30,40.56,1.000,0.285714,0.285693,0.285800,0.000107,0.011,pass
30,40.56,1.000,0.428571,0.428617,0.428776,0.000158,0.016,pass
30,40.56,1.000,0.571429,0.571404,0.571557,0.000152,0.015,pass
30,40.56,1.000,0.714286,0.714311,0.714478,0.000168,0.017,pass
30,40.56,1.000,0.857143,0.857109,0.857258,0.000149,0.015,pass
30,40.56,1.000,1.000000,0.999999,1.000168,0.000169,0.017,pass
30,40.56,1.000,-0.142857,-0.142919,-0.142751,0.000168,0.017,pass
30,40.63,1.000,-0.285714,-0.285711,-0.285568,0.000143,0.014,pass
30,40.63,1.000,-0.428571,-0.428618,-0.428558,0.000060,0.006,pass
30,40.63,1.000,-0.571429,-0.571401,-0.571309,0.000092,0.009,pass
30,40.63,1.000,-0.714286,-0.714303,-0.714084,0.000219,0.022,pass
30,40.56,1.000,-0.857143,-0.857112,-0.857083,0.000029,0.003,pass
30,40.56,1.000,-1.000000,-1.000009,-0.999999,0.000011,0.001,pass
31,40.50,1.000,0.000000,-0.000018,0.000009,0.000027,0.003,pass
31,40.56,1.000,0.142857,0.142903,0.142878,-0.000025,-0.003,pass
31,40.56,1.000,0.285714,0.285693,0.285694,0.000001,0.000,pass
31,40.56,1.000,0.428571,0.428617,0.428674,0.000057,0.006,pass
31,40.56,1.000,0.571429,0.571404,0.571444,0.000039,0.004,pass
31,40.56,1.000,0.714286,0.714311,0.714417,0.000106,0.011,pass
31,40.56,1.000,0.857143,0.857109,0.857184,0.000075,0.007,pass
31,40.56,1.000,1.000000,0.999999,1.000224,0.000225,0.022,pass
31,40.56,1.000,-0.142857,-0.142919,-0.142902,0.000016,0.002,pass
31,40.63,1.000,-0.285714,-0.285711,-0.285726,-0.000015,-0.001,pass
31,40.63,1.000,-0.428571,-0.428618,-0.428652,-0.000034,-0.003,pass
31,40.63,1.000,-0.571429,-0.571401,-0.571472,-0.000071,-0.007,pass
31,40.63,1.000,-0.714286,-0.714303,-0.714181,0.000122,0.012,pass
31,40.56,1.000,-0.857143,-0.857112,-0.857169,-0.000057,-0.006,pass
31,40.56,1.000,-1.000000,-1.000009,-1.000108,-0.000098,-0.010,pass
32,40.50,1.000,0.000000,-0.000018,0.000052,0.000070,0.007,pass
32,40.56,1.000,0.142857,0.142903,0.142924,0.000020,0.002,pass
32,40.56,1.000,0.285714,0.285693,0.285740,0.000047,0.005,pass
32,40.56,1.000,0.428571,0.428617,0.428618,0.000001,0.000,pass
